Date,Time,Order Number,Item Description,Quantity Sold,Sold Price
2026-04-06,13:13:54,23-14448-84901,Pokemon TCG 15 Card Lot 1 Ultra Rare + All Holos | No Bulk | IR DR EX VMAX V,2,19.54
2026-04-06,14:32:42,20-14453-40946,Pokemon TCG 15 Card Lot 1 Ultra Rare + All Holos | No Bulk | IR DR EX VMAX V,1,9.97
2026-04-06,15:20:23,27-14443-59566,Pokémon TCG Miriam 238/198 Ultra Rare Holo Scarlet & Violet,1,5.99
2026-04-06,18:34:09,27-14444-23575,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | No Base,5,44.9
2026-04-06,18:50:40,20-14454-27527,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | No Base,1,9.98
2026-04-07,8:06:15,02-14483-06911,Pokemon TCG 15 Card Lot 1 Ultra Rare + All Holos | No Bulk | IR DR EX VMAX V,5,44.85
2026-04-07,10:32:54,09-14473-04288,Pokemon TCG 15 Card Lot 1 Ultra Rare + All Holos | No Bulk | IR DR EX VMAX V,5,44.85
2026-04-07,12:17:51,18-14460-49736,Pokemon TCG 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX V Full Art Reverse,1,9.97
2026-04-07,14:27:09,22-14455-14968,Pokemon TCG 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX V Full Art Reverse,1,9.97
2026-04-07,16:51:39,12-14470-27620,Pokemon TCG 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX V Full Art Reverse,4,35.88
2026-04-07,16:51:47,12-14470-27619,Pokemon TCG 10 Card Rare + Reverse Holo Lot,6,15.24
2026-04-07,18:23:26,05-14481-19241,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,1,10.79
2026-04-08,3:21:19,14-14468-78175,"Prismatic Evolutions Mini Tin Vaporeon Pokemon TCG *EMPTY NO PACKS, COINS* Eevee",1,2.99
2026-04-08,6:51:34,26-14451-82075,Pokemon TCG 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX V Full Art Reverse,2,19.54
2026-04-08,7:40:49,25-14453-54629,Pokemon TCG 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX V Full Art Reverse,1,9.97
2026-04-09,12:18:11,04-14490-15835,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,1,9.98
2026-04-09,15:05:17,23-14462-87895,Black Bolt White Flare Poster + Black Bolt Binder Bundle | Sealed On Hand,1,75
2026-04-09,17:41:33,03-14492-70892,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,1,9.98
2026-04-09,22:21:46,13-14479-03780,Pokemon TCG 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX V Full Art Reverse,3,28.41
2026-04-09,23:40:54,26-14459-76934,Pokemon TCG 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX V Full Art Reverse,1,9.87
2026-04-10,9:33:21,17-14474-66962,Pokemon TCG 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX V Full Art Reverse,1,9.92
2026-04-10,14:28:13,02-14498-54119,Pokemon TCG 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX V Full Art Reverse,1,9.92
2026-04-10,15:29:16,11-14484-97228,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,3,12
2026-04-10,19:31:57,26-14463-57386,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,3,14.22
2026-04-10,23:50:43,01-14501-90825,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,4,35.04
2026-04-11,11:20:15,03-14500-06533,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.74
2026-04-11,13:09:28,21-14473-48384,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.74
2026-04-11,15:11:14,18-14478-69811,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,5,44.1
2026-04-11,17:59:42,14-14485-04830,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,1,9.8
2026-04-11,18:04:15,19-14477-71122,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.79
2026-04-11,19:27:32,17-14480-73888,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,3,12.78
2026-04-11,19:29:53,15-14483-71364,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,1,4.49
2026-04-11,20:35:53,09-14492-71693,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.79
2026-04-11,21:38:22,24-14485-55478,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,4,19.76
2026-04-11,21:42:20,14-14485-56877,Blaine Gabbert RC Player Worn Patch RPA #ALR-BG /99 RC Topps 2011 Rookie Premier,1,1.99
2026-04-11,22:03:45,24-14485-59339,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.79
2026-04-12,1:52:48,05-14499-74902,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,4,35.24
2026-04-12,7:04:19,17-14482-22126,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,3,27.9
2026-04-12,7:56:32,11-14491-31414,Pokemon TCG Flareon EX 014/131 Prismatic Evolutions Double Rare,1,4.99
2026-04-12,9:13:08,19-14479-92412,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,1,6.99
2026-04-12,9:43:40,07-14497-88521,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.79
2026-04-12,10:10:05,01-14507-67361,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.79
2026-04-12,12:46:42,17-14483-75441,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,1,6.99
2026-04-12,12:57:01,24-14488-34852,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,1,9.8
2026-04-12,13:31:15,19-14481-15355,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,2,19.2
2026-04-12,15:01:56,26-14471-11952,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,2,19.2
2026-04-12,16:46:23,05-14503-02252,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,4,35.24
2026-04-12,16:54:55,22-14477-46316,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,3,18
2026-04-12,17:19:32,03-14505-67820,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.79
2026-04-12,17:35:38,15-14487-83206,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.79
2026-04-12,19:25:35,09-14497-14930,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.95
2026-04-13,10:54:46,08-14501-57193,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,2,19.5
2026-04-13,11:03:15,05-14506-80761,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,6,53.7
2026-04-13,11:45:37,11-14497-55555,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.95
2026-04-13,15:11:36,05-14508-02869,2020 Bowman - Chrome Prospects Jasson Dominguez #BCP-8 (RC) New York Yankees,1,2.99
2026-04-13,17:30:13,06-14506-73628,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.95
2026-04-13,18:34:52,06-14506-96814,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,1,7.49
2026-04-14,7:24:43,09-14504-16385,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.95
2026-04-14,8:01:51,09-14504-31484,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.95
2026-04-14,10:04:22,06-14509-64612,Pokémon TCG Lisia's Appeal Ultra Rare Holo 234/191 Surging Sparks,1,5.99
2026-04-14,23:20:21,01-14520-38352,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.95
2026-04-15,17:17:43,14-14503-68956,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.79
2026-04-15,18:57:27,20-14495-04325,Pete Crow-Armstrong RC Refractor 2024 Topps Stadium Club Chrome Chicago Cubs #29,1,8.5
2026-04-16,7:24:56,,Set of 4 - Pokemon TCG Pokeball Tins Empty - NO PACKS Ultra Great Premier,1,0.99
2026-04-16,8:15:46,11-14510-67196,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,1,6.49
2026-04-16,14:03:34,14-14507-77262,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,5,27.55
2026-04-16,14:06:21,17-14503-19765,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Genuine,1,9.79
2026-04-16,14:33:27,17-14503-29531,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,1,6.49
2026-04-17,14:32:20,02-14530-68518,2025 Topps Chrome NFL Football Hanger Box Factory Sealed *IN HAND SHIPS NOW*,2,72.5
2026-04-17,19:23:39,06-14525-32445,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,1,5.99
2026-04-17,19:31:21,23-14499-78772,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,18.6
2026-04-17,19:37:59,07-14523-78502,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.49
2026-04-17,23:42:38,25-14497-22078,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,18.6
2026-04-18,4:14:39,22-14502-18393,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,4,34.16
2026-04-18,13:57:03,13-14517-88563,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,3,17.07
2026-04-18,14:29:52,,Evolving Skies #048/069 Umbreon VMAX Korean Pokemon Card,1,22.5
2026-04-18,14:29:52,02-14534-65658,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,1,5.99
2026-04-18,15:50:53,05-14530-49387,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,18.6
2026-04-18,16:16:05,15-14514-95901,2026 Topps Heritage MLB Baseball Hobby Box | Factory Sealed & Ready to Ship,1,169.99
2026-04-18,18:18:08,27-14497-73825,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,4,20.36
2026-04-19,1:41:01,01-14538-17229,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.49
2026-04-19,9:03:15,12-14522-02718,Pokemon 100 Card Lot| Ultra Rare + 20 Holos | Ultra Rare IR EX VMAX MEGA V TCG,1,16.99
2026-04-19,11:33:02,20-14510-71808,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,3,17.07
2026-04-19,11:38:51,12-14522-78773,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.49
2026-04-19,11:39:37,18-14513-82736,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.49
2026-04-19,14:00:13,10-14526-17532,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.49
2026-04-19,14:12:53,13-14522-19959,2026 Topps Heritage MLB Baseball Hobby Box | Factory Sealed & Ready to Ship,1,174.99
2026-04-19,18:47:17,07-14532-14660,Pokemon 100 Card Lot| Ultra Rare + 20 Holos | Ultra Rare IR EX VMAX MEGA V TCG,1,16.99
2026-04-19,23:25:08,10-14528-00385,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.59
2026-04-20,13:31:51,16-14522-56361,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,17.62
2026-04-20,15:12:14,17-14521-34713,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,1,5.99
2026-04-20,18:22:42,19-14519-13817,Pokémon TCG Venusaur ex 198/165 TAG 9 Scarlet & Violet 151,1,145
2026-04-21,14:01:02,13-14531-98096,2025 Panini Donruss Optic Harold Fannin Jr Rated Rookie Lime Green /199 Case Hit,1,14.99
2026-04-21,17:01:00,25-14514-41474,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,1,10.95
2026-04-21,18:29:05,02-14549-56955,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.38
2026-04-21,19:13:48,25-14514-84570,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,3,31.2
2026-04-21,20:11:11,03-14548-03495,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,5,44.75
2026-04-21,21:31:50,10-14537-37695,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,6,53.7
2026-04-22,0:06:20,23-14518-47881,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,4,35.8
2026-04-22,1:46:57,01-14552-56941,Pokemon 100 Card Lot| Ultra Rare + 20 Holos | Ultra Rare IR EX VMAX MEGA V TCG,1,18.99
2026-04-22,9:10:13,22-14521-63184,Pokemon TCG Jolteon EX 030/131 Prismatic Evolutions Double Rare,1,4.27
2026-04-22,10:24:17,21-14523-06241,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-22,10:26:39,19-14526-45803,Pokemon TCG Chansey Pokemon GO Stamp 051/078 Reverse Holo,1,1.22
2026-04-22,10:33:41,11-14538-37526,NFL 15 Card Rookie Lot | All Rookie Cards RC | Football Parallel Optic Topps,1,5.99
2026-04-22,12:26:59,02-14552-99385,Pokemon 100 Card Lot| Ultra Rare + 20 Holos | Ultra Rare IR EX VMAX MEGA V TCG,1,18.99
2026-04-22,15:15:54,23-14521-76540,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-22,16:57:54,24-14535-23326,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-04-23,4:22:31,24-14536-82438,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,1,9.95
2026-04-23,8:49:50,20-14528-95451,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,5,44.75
2026-04-23,15:05:22,23-14526-10688,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,1,9.95
2026-04-23,20:14:20,08-14549-28481,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,2,19.5
2026-04-24,5:16:00,16-14538-59624,Pokemon 100 Card Lot | Ultra Rare + 20 Holos | Ultra Rare IR EX VMAX MEGA V TCG,2,36.08
2026-04-24,11:58:01,13-14544-94666,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-24,12:23:32,21-14532-41045,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-24,16:03:42,15-14542-41990,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-24,20:28:27,17-14540-08995,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-04-25,15:17:07,15-14546-15621,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-25,16:16:37,13-14549-68877,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,5,44.75
2026-04-25,16:42:37,07-14558-77529,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-25,17:41:10,18-14542-14788,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,4,35.8
2026-04-25,19:14:18,25-14531-88227,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-04-25,21:25:22,20-14539-60057,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-26,6:11:37,13-14551-46125,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-04-26,8:35:15,21-14539-28694,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-26,15:01:56,,Pokémon TCG Mudsdale AR 078/071 SV5K Wild Force - Korean Scarlet & Violet,1,3.25
2026-04-26,15:02:11,05-14565-93400,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,3,28.35
2026-04-26,17:00:42,,Larvesta AR 103/086 SV11B Black Bolt - Pokemon Card Scarlet & Violet Korean,1,3.75
2026-04-26,18:31:04,20-14543-20232,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-26,20:17:57,10-14558-40614,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,5,44.75
2026-04-26,21:16:05,02-14571-31822,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-26,21:51:07,27-14533-42389,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-27,0:40:26,19-14545-63536,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-27,7:27:03,21-14543-54047,Pokémon TCG Psyduck Scarlet & Violet-151 175/165 Holo Illustration Rare,1,55
2026-04-27,19:07:07,24-14556-77291,Tua Tagovailoa Rocket Emoji Case Hit 2025 Panini Optic #39 Dolphins Falcons,1,3.49
2026-04-28,8:13:28,18-14553-16125,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-28,14:23:38,09-14568-20012,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-28,17:49:09,26-14543-24823,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-28,23:05:55,27-14542-78712,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,1,9.95
2026-04-29,14:07:39,25-14548-78496,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-29,17:52:00,16-14563-02777,"Pokemon Lot for crisz-85 (photo illustrative, contents in description)",1,135
2026-04-29,22:28:03,20-14557-65754,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-04-30,9:57:08,05-14582-93863,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-04-30,12:00:42,04-14584-57995,2022 Bowman Paper Prospects Elly De La Cruz 1st Bowman RC #BP-50 Cincinnati Reds,1,4
2026-04-30,14:51:40,24-14569-62451,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-30,16:19:23,20-14561-12278,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-04-30,19:31:53,05-14585-01646,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,4,35.8
2026-04-30,20:18:10,04-14586-24839,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,3,28.35
2026-04-30,20:38:35,24-14570-65264,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-04-30,22:26:27,15-14569-56855,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-04-30,22:36:17,27-14551-83338,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-05-01,8:55:56,02-14591-50196,Night Stretcher 173/132 Ultra Rare Full Art - Mega Evolution MEG Pokemon NM 173/,1,5
2026-05-01,9:48:18,10-14578-91057,Pokemon TCG Boss's Orders Cobreau 256/217 Ascended Heroes,1,10.5
2026-05-01,11:27:39,18-14567-45144,Pokemon TCG Jamming Tower 261/217 Ascended Heroes Full Art Trainer,1,2.99
2026-05-01,11:27:40,18-14567-45144,Pokemon TCG Energy Retrieval 71/108 Reverse Holo Evolutions,1,1.99
2026-05-01,11:27:41,18-14567-45144,Melmetal ex 105/142 OVERSIZED Jumbo Double Rare Stellar Crown Pokemon,1,1.99
2026-05-01,16:06:27,21-14563-59478,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-01,17:56:48,05-14589-01602,Pokémon Gengar Perfect Order Rare Holo 50/88 NM 050/088,4,7.96
2026-05-01,18:48:35,20-14565-85282,2025 Panini Mosaic Tyler Warren Purple Scope RC Football Card #354 Colts,1,1.99
2026-05-01,19:26:30,04-14590-36654,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-01,19:40:39,11-14579-56802,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-02,8:39:08,20-14567-76686,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-02,8:41:36,02-14595-52350,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-02,9:03:12,02-14595-60279,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-02,11:04:13,27-14558-04078,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-02,16:38:03,27-14559-19507,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,3,28.35
2026-05-02,20:46:25,20-14570-10694,2026 Topps Chrome Black Baseball Hobby Box - CONFIRMED,1,340
2026-05-03,10:03:24,14-14581-19746,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,3,28.35
2026-05-03,13:21:26,15-14580-50082,Cooper Flagg 2025-26 Topps #PP-16 PSA 10 Gem MT Power Players RC Mavericks,1,124.99
2026-05-03,17:05:59,08-14591-79073,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-03,19:31:58,16-14580-50278,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-04,1:30:40,07-14595-04693,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-05-04,1:34:00,03-14588-46633,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-05-04,3:00:55,05-14598-71174,Pokemon Janine's Secret Art 173/131 Prismatic Evolutions SIR (NM) 173/131,1,19.5
2026-05-04,15:45:16,22-14575-71952,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,6,53.7
2026-05-04,16:38:09,16-14584-94570,Pokemon Iron Hands 154/131 ex SV Prismatic Evolutions SIR Holo TCG,1,29.95
2026-05-04,16:44:19,01-14608-69487,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,8.95
2026-05-04,20:25:35,06-14601-05680,Hisuian Typhlosion V Full Art 169/189 SWSH10: Astral Radiance Pokémon Ultra Rare,1,5.99
2026-05-04,22:32:17,09-14596-42157,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,1,9.95
2026-05-05,9:19:30,13-14592-60741,Pikachu Swirl 🌀051 /162 Stamped 2026 Pokemon Day 30th Anniversary Promo TCG TEF,1,14.99
2026-05-05,14:17:10,09-14599-62006,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-05,19:47:10,08-14602-08065,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-05-06,1:22:01,23-14580-37295,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-05-06,2:01:41,10-14599-93144,3x Lot - Ascended Heroes First Partners Deluxe Sealed Pin Collection Lot Of 3,1,172.95
2026-05-06,9:54:31,18-14589-58548,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-05-06,10:34:55,14-14595-82165,2025 Donruss Optic #190 Drew Brees Neon Green /199 New Orleans Saints,1,8.49
2026-05-06,13:16:43,,Special Energy Lot Growing Rocky Telepathic 86 87 88 Perfect Order Reverse Holo,1,1.25
2026-05-06,14:03:53,11-14601-28937,2026 Topps Chrome Black Baseball Hobby Box - Ships Same Day - Guaranteed Auto,1,350
2026-05-06,15:16:30,01-14617-93387,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,2,19.5
2026-05-06,17:18:31,18-14591-32932,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,7,62.65
2026-05-06,18:36:49,12-14600-75166,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-05-06,18:37:53,19-14590-09399,2026 Topps Chrome Black Baseball Hobby Box - Ships Same Day - Guaranteed Auto,1,360
2026-05-07,11:52:52,02-14619-55101,Butterfree V Full Art 177/189 Darkness Ablaze 2020 Ultra Rare Pokemon TCG - NM,1,4.79
2026-05-07,19:47:11,12-14605-44431,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
