Date,Time,Order Number,Item Description,Quantity Sold,Sold Price
2026-07-11,11:05:43,20-14866-95234,Lycanroc V Full Art Ultra Rare 187/203 Evolving Sk,1,4.5
2026-07-11,17:51:18,08-14888-52527,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,2,18.04
2026-07-11,18:08:59,17-14873-19470,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,2,18.04
2026-07-11,18:19:22,15-14876-67818,2026 Topps Chrome Baseball Hobby Box Factory Seale,1,309.95
2026-07-11,18:47:56,04-14895-94312,Emma Ultra Rare Trainer Full Art 107/086 Chaos Ris,1,4.95
2026-07-12,10:32:39,11-14885-73950,Mega Zygarde ex 071 Black Star Promo Perfect Order,1,1.59
2026-07-12,19:40:31,10-14889-41310,First Partners Piplup S-Chinese Pokemon TCG 012 30,1,11
2026-07-12,21:56:34,07-14895-25777,2025-26 Topps NBA Hoops Basketball SEALED Hobby Bo,2,435.1
2026-07-13,9:11:07,17-14879-78558,2026 TOPPS SERIES 2 BASEBALL ALL-STAR GAME MEGA BO,1,69.95
2026-07-13,9:22:37,23-14869-71614,2026 TOPPS SERIES 2 BASEBALL ALL-STAR GAME MEGA BO,1,69.95
2026-07-13,10:10:30,17-14880-05675,2026 Topps Tier One MLB Baseball Hobby 2 Auto 1 Re,1,499
2026-07-13,14:47:27,10-14893-15694,Eevee 133/165 Reverse Holo SV 151 Pokemon TCG NM,1,1.49
2026-07-13,16:24:30,27-14864-78070,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,2,18.7
2026-07-13,17:30:53,24-14884-69269,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,1,9.85
2026-07-13,19:32:25,16-14883-87213,Galarian Zapdos V Full Art Ultra Rare 173/198 Chil,1,9.95
2026-07-13,19:39:48,12-14890-88947,Lot of 2x - 2026 Topps Series 2 Super Box Exclusiv,1,120
2026-07-13,20:17:26,16-14884-07148,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,1,9.85
2026-07-14,0:19:06,04-14905-34655,Psyduck Love Ball Reverse Holo 039/217 Ascended He,2,2.98
2026-07-14,4:37:50,11-14893-56221,Gengar 050/088 Perfect Order Rare Holo 50/88 NM -,1,1.89
2026-07-14,8:06:04,27-14867-26505,2026 Topps Series 2 Baseball Hobby Jumbo | 1 Auto +,1,249
2026-07-14,8:33:11,10-14896-08856,Mega Pyroar ex 099/086 Chaos Rising Ultra Rare Poke,1,4.99
2026-07-14,10:11:10,04-14907-20398,Galarian Sirfetch'd V Full Art Ultra Rare 174/185 V,1,3.49
2026-07-14,10:11:10,04-14907-20398,Mega Gengar ex 073 Black Star Promo Mega Evolution,1,6.99
2026-07-14,10:24:47,17-14884-61620,2026 Topps Tier One MLB Baseball Hobby 2 Auto 1 Rel,1,449
2026-07-14,12:40:04,25-14871-61896,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.85
2026-07-14,12:42:40,05-14906-52347,Xerneas 091/086 Chaos Rising Full Art Illustration,1,12.5
2026-07-14,13:25:32,05-14906-69296,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.85
2026-07-14,14:02:38,07-14902-93615,15 Card Cutie Pie Pokemon Pack | Only Cute & Adorab,1,8.95
2026-07-14,15:19:26,26-14870-34727,Pokémon Oinkologne Shiny Rare 208/091 PAF SV: Palde,1,4
2026-07-14,16:09:55,25-14872-33470,Blaziken V 020/198 Ultra Rare Chilling Reign Pokemo,1,1.59
2026-07-14,17:19:28,20-14880-97935,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,2,18.7
2026-07-15,0:17:46,07-14904-49068,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,4,35.44
2026-07-15,4:58:39,07-14905-10995,Heliolisk 229/217 Ascended Heroes Illustration Rare,1,3.99
2026-07-15,7:08:43,20-14882-94679,Xerneas 091/086 Chaos Rising Full Art Illustration,1,12.99
2026-07-15,18:39:19,12-14899-18408,Claydol 092/086 Chaos Rising Full Art Illustration,1,3.99
2026-07-16,8:42:34,01-14921-72169,Sliggoo Illustration Rare 095/086 Chaos Rising Poke,1,5.95
2026-07-16,9:27:04,26-14877-29644,2025-26 Topps NBA Hoops Basketball SEALED Hobby Box,1,299
2026-07-16,15:45:20,14-14899-40176,2026 Topps Chrome Baseball Hobby Box Factory Sealed,1,300
2026-07-16,21:26:03,10-14907-01262,2026 Topps STAR WARS CHROME GALAXY Hobby Box New Fa,1,379
2026-07-17,7:22:51,25-14882-86035,Snorlax ex 076/131 Double Rare Prismatic Evolutions,1,2.49
2026-07-17,13:48:36,02-14924-40819,15 Card Cutie Pie Pokemon Pack | Only Cute & Adorab,2,17.36
2026-07-17,14:01:47,07-14915-48200,15 Card Cutie Pie Pokemon Pack | Only Cute & Adorab,2,17.36
2026-07-17,15:28:31,03-14922-66885,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.85
2026-07-17,15:34:42,07-14915-83424,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.85
2026-07-17,15:46:24,25-14884-79640,2026 Topps Chrome Baseball Hobby Box Factory Sealed,2,598
2026-07-17,16:46:48,12-14907-30408,2026 Topps Chrome Baseball Hobby Box Factory Sealed,1,309.95
2026-07-17,17:46:56,12-14907-46064,2026 Topps Chrome Baseball Hobby Box Factory Sealed,1,300
2026-07-17,18:40:33,05-14920-26549,Fennekin 80 Black Star Promo Chaos Rising ETB Pokem,1,4.5
2026-07-17,19:02:07,02-14925-40544,Team Rocket's Spidops 187/182 Destined Rivals Illus,1,5.95
2026-07-17,23:05:05,27-14882-68615,Mega Charizard Y ex 022/217 Ascended Heroes Holo Do,1,7.96
2026-07-17,23:05:05,27-14882-68615,Rayquaza Holo Rare 153/217 Ascended Heroes Pokemon,1,1.44
2026-07-17,23:05:06,27-14882-68615,Gengar 050/088 Perfect Order Rare Holo 50/88 NM - P,1,1.51
2026-07-17,23:05:06,27-14882-68615,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,3,27.78
2026-07-17,23:05:15,27-14882-68614,Xerneas ex 179 Black Star Promo Scarlet & Violet S&,1,1.43
2026-07-17,23:05:16,27-14882-68614,Pokemon 9 Card Eeveelution Holo / Reverse Holo Set,1,6.39
2026-07-18,5:29:28,07-14917-90575,Pokemon Mega Evolution Pitch Black Booster Box Fact,1,225.95
2026-07-18,5:44:51,17-14900-46537,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.85
2026-07-18,7:09:28,20-14895-63083,2025-26 TOPPS CHROME UPDATE Basketball MEGA BOX NBA,1,129
2026-07-18,7:15:42,08-14916-17426,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,2,18.7
2026-07-18,10:14:17,13-14908-60795,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.85
2026-07-18,10:46:38,26-14885-98980,2025-26 TOPPS CHROME UPDATE Basketball MEGA BOX NBA,1,129
2026-07-18,11:14:23,11-14911-91652,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,2,18.7
2026-07-18,15:54:15,17-14902-55715,2026 Topps Chrome Baseball Hobby Box Factory Sealed,1,324.95
2026-07-18,16:43:34,25-14889-09878,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,7,62.02
2026-07-19,9:52:57,17-14905-05202,Cynthia's Spiritomb 244/217 Ascended Heroes Illustr,1,12
2026-07-19,15:12:18,02-14932-81995,Flying Pikachu Vmax 007/025 Pokemon Celebrations Ul,1,7.45
2026-07-19,18:51:25,05-14928-51596,Pokemon TCG Pitch Black Elite Trainer Box ETB NEW *,1,82.99
2026-07-19,19:59:19,15-14910-65870,Pokemon 9 Card Eeveelution Holo / Reverse Holo Set,1,7.99
2026-07-20,13:58:39,25-14897-22388,Disney Lorcana TCG Reign of Jafar Booster Box Facto,1,170
2026-07-20,14:48:35,13-14918-24210,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,2,18.7
2026-07-20,17:30:18,09-14925-28672,Pokemon TCG Prismatic Evolutions ETB Elite Trainer,1,169
2026-07-20,17:35:44,15-14914-94434,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,5,44.3
2026-07-20,17:38:58,09-14925-31182,PRESALE 2026 Topps Stadium Club UFC Hobby Box 2 AUT,1,159
2026-07-21,4:50:19,11-14923-47794,Pokemon 9 Card Eeveelution Holo / Reverse Holo Set,1,7.99
2026-07-21,13:42:35,19-14911-91822,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,4,35.44
2026-07-21,15:20:38,09-14929-43854,Gunnar Henderson #450 Hot Dog GLIZZYFRACTOR Topps 2,1,14.5
2026-07-21,21:09:09,06-14936-00007,2026 Topps Chrome Baseball Hobby Box Factory Sealed,2,658
2026-07-22,14:23:16,10-14931-89524,Mew GG10 / GG70 Crown Zenith Galarian Gallery Holo,1,75
2026-07-22,15:24:52,08-14935-54746,Mega Greninja ex 022/086 Double Rare Chaos Rising P,1,2.49
2026-07-22,16:23:55,10-14932-26004,Houndoom V Full Art Ultra Rare 178/189 Darkness Abl,1,7
2026-07-22,16:26:12,26-14904-76077,2026 Topps Series 2 Baseball ALL STAR GAME MEGA BOX,1,65
2026-07-23,10:08:15,27-14906-13182,Espeon 033/131 Holo Rare SV: Prismatic Evolutions P,1,1.49
2026-07-23,12:53:52,03-14948-26191,2026 TOPPS CHROME BASEBALL MEGA BOX (42 Cards) MLB,1,119
2026-07-23,13:35:16,26-14908-41720,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.5
2026-07-23,14:27:44,25-14910-46408,Lapras V Shiny Holo Rare SV110/SV122 Shining Fates:,1,4
2026-07-23,16:18:33,04-14947-31128,Tool Scrapper 115/086 Chaos Rising Full Art Illustr,1,2
2026-07-23,16:25:36,25-14910-81225,Energy Retrieval 108/086 Chaos Rising Full Art Illu,1,3
2026-07-23,16:30:22,19-14921-14912,Alakazam V Full Art Ultra Rare 172/185 Vivid Voltag,1,4.25
2026-07-23,17:31:52,18-14923-02075,2026 TOPPS CHROME BASEBALL MEGA BOX (42 Cards) MLB,1,115
2026-07-23,22:36:28,24-14928-24111,Liepard V 180/198 Full Art Ultra Rare Chilling Reig,1,4.95
2026-07-24,1:38:47,16-14927-56648,2026 TOPPS CHROME BASEBALL MEGA BOX (42 Cards) MLB,1,119
2026-07-24,5:45:29,09-14940-18923,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.5
2026-07-24,8:57:44,17-14927-04687,2026 TOPPS CHROME BASEBALL MEGA BOX (42 Cards) MLB,10,1190
2026-07-25,12:51:43,08-14947-13557,PRESALE 2026 Topps Stadium Club UFC Hobby Box 2 AUT,1,159
2026-07-25,13:52:05,17-14931-94619,2026 TOPPS CHROME BASEBALL MEGA BOX (42 Cards) MLB,7,903
2026-07-25,16:35:39,01-14961-86711,2026 Topps Series 2 Carter Jensen 530 All Star Game,1,1.99
2026-07-25,16:50:31,18-14930-78055,2026 Topps #479 Muscle Men Gold Aaron Judge Cody Be,1,3.99
2026-07-25,21:29:06,24-14935-86092,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,4,34.2
2026-07-26,9:05:34,08-14950-03673,Flapple V Full Art Ultra Rare 143/163 Battle Styles,1,3.95
2026-07-26,19:47:40,03-14961-67329,2026 Topps Flagship Football NFL HOBBY BOX (1 AUTO),1,209
2026-07-26,20:01:02,19-14933-81233,2026 TOPPS CHROME BASEBALL MEGA BOX (42 Cards) MLB,1,139
2026-07-27,9:45:30,16-14941-39027,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.5
2026-07-27,14:42:57,11-14951-39993,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,3,26.79
2026-07-27,15:13:52,18-14939-45174,2026 Topps Chrome Baseball Fanatics Exclusive Mega,1,139.95
2026-07-27,15:51:59,01-14970-73049,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.5
2026-07-27,18:03:00,05-14963-19005,4x Lot - 2025-26 Topps Chrome Update Basketball Hob,1,3299
2026-07-27,18:32:38,02-14968-42267,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.5
2026-07-27,19:30:49,01-14971-43042,Super Rod 276/193 Hyper Rare Paldea Evolved Pokemon,1,4
2026-07-27,19:38:00,12-14950-74306,Dolliv 200/198 Illustration Rare Scarlet & Violet P,1,7.99
2026-07-27,19:41:14,26-14926-35712,Irida 186/189 Ultra Rare Astral Radiance Pokemon TC,1,8.99
2026-07-27,20:39:47,26-14926-44432,Feebas 198/191 Illustration Rare Surging Sparks Pok,1,9.99
2026-07-27,21:20:24,03-14966-69892,Spidops ex 223/198 Ultra Rare Scarlet & Violet Poke,1,1.49
2026-07-28,8:26:13,23-14933-46346,2025-26 Topps Chrome Update Basketball Fanatics Exc,2,258
2026-07-28,13:30:37,20-14939-92660,Jacob Misiorowski Green Easter Leaves Holiday 2026,1,19.5
2026-07-28,16:35:27,24-14948-57029,Tauros 096/086 Illustration Rare Chaos Rising Pokem,1,3.99
2026-07-28,16:37:06,02-14972-56727,Coballion ex 103/086 Ultra Rare Chaos Rising Pokemo,1,1.89
2026-07-28,17:26:27,02-14972-70827,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.5
2026-07-28,17:27:07,27-14928-93748,Penny 252/198 Special Ilustration Rare Scarlet & Vi,1,5.99
2026-07-28,17:42:36,09-14959-96795,Tauros 096/086 Illustration Rare Chaos Rising Pokem,1,3.99
2026-07-28,17:49:31,18-14944-36977,Larvitar 203/197 Illustration Rare Obsidian Flames,1,7.99
2026-07-28,19:36:15,23-14936-08714,Mega Audino ex 253/217 Ultra Rare Ascended Heroes P,1,1.99
2026-07-28,20:29:58,09-14960-46041,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.5
2026-07-28,22:57:54,21-14939-50287,2025-26 Topps Chrome Update Basketball Fanatics Exc,1,139
2026-07-28,22:59:50,20-14941-53732,2025-26 Topps Chrome Update Basketball Fanatics Exc,1,139
2026-07-29,8:21:42,10-14960-38194,Mega Skarmory ex 106/088 Ultra Rare Perfect Order P,1,5.49
2026-07-29,15:13:38,22-14941-25752,Mega Clefable ex 103/088 Perfect Order Ultra Rare P,1,8.99
2026-07-29,15:13:38,22-14941-25752,Drapion 097/088 Perfect Order Full Art Illustration,1,2.99
2026-07-29,15:37:36,17-14949-95873,Decidueye ex 100/088 Ultra Rare Perfect Order Pokem,1,1.99
2026-07-29,17:35:47,19-14946-90829,2026 Topps Chrome Baseball Fanatics Exclusive Mega,1,147.95
2026-07-30,1:56:25,09-14965-46985,2026 TOPPS CHROME BASEBALL MEGA BOX (42 Cards) MLB,1,139
2026-07-30,4:08:53,26-14936-05517,2026 TOPPS CHROME BASEBALL MEGA BOX (42 Cards) MLB,1,139
2026-07-30,8:20:12,03-14977-20578,2026 TOPPS CHROME BASEBALL MEGA BOX (42 Cards) MLB,1,139
2026-07-30,16:21:02,08-14970-05314,2026 Topps Flagship Football NFL HOBBY BOX (1 AUTO),3,595.65
2026-07-30,17:39:09,23-14944-36034,Palafin 200/197 Illustration Rare Obsidian Flames P,1,5
2026-07-30,19:01:08,25-14941-00446,Dottler 184/182 Illustration Rare Paradox Rift Poke,1,5.99
2026-07-30,19:01:08,25-14941-00446,Espurr 095/088 Illustration Rare Perfect Order Poke,1,6.99
2026-07-30,19:01:08,25-14941-00446,Surfing Beach 114/086 Chaos Rising Ultra Rare Pokem,1,7.99
2026-07-30,19:01:08,25-14941-00446,Tool Scrapper 115/086 Ultra Rare Chaos Rising Pokem,1,2.99
2026-07-30,19:01:08,25-14941-00446,Lumiose City 111/088 Ultra Rare Perfect Order Pokem,1,3.99
2026-07-30,19:01:08,25-14941-00446,AZ's Tranquility 106/086 Chaos Rising Full Art Ultr,1,3.49
2026-07-30,21:26:47,25-14941-50327,Zamazenta V Full Art Ultra Rare 196/202 Sword & Shi,1,6.25
2026-07-30,21:26:48,25-14941-50327,Zacian VSTAR 096/159 Ultra Rare Crown Zenith Pokemo,1,3.49
2026-07-30,21:26:48,25-14941-50327,Mega Dragonite ex 152/217 Double Rare Holo Ascended,1,5.99
2026-07-31,7:40:13,17-14956-80259,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.5
2026-07-31,8:49:12,08-14972-67718,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,2,18.04
2026-07-31,12:03:24,14-14963-16464,2025-26 Topps Chrome Update Basketball Value Blaste,1,59.95
2026-07-31,13:05:00,02-14984-95469,Jacinthe 110/088 Ultra Rare Perfect Order Pokemon T,1,3.29
2026-07-31,13:32:37,11-14968-69617,2025-26 TOPPS CHROME UPDATE Basketball MEGA BOX NBA,1,139
2026-07-31,19:17:40,22-14950-58597,2025-26 Topps Chrome Update Basketball Value Blaste,1,59.95
2026-07-31,22:03:11,10-14971-70961,2025-26 Topps Chrome Update Basketball Value Blaste,1,59.95
2026-07-31,23:25:09,03-14984-37459,Lapras V Shiny Holo Rare SV110/SV122 Shining Fates:,1,4.95
2026-08-01,4:39:05,18-14958-61151,2025-26 TOPPS CHROME UPDATE Basketball MEGA BOX NBA,1,139
2026-08-01,5:25:34,10-14972-53808,2025-26 Topps Chrome Update Basketball Value Blaste,4,227.8
2026-08-01,6:16:30,17-14960-56303,Rayquaza V 100/159 Ultra Rare Holo Crown Zenith Pok,1,2.5
2026-08-01,11:45:51,05-14983-39992,Galarian Zapdos V Full Art Ultra Rare 173/198 Chill,1,9.95
2026-08-01,12:38:24,12-14970-79611,2025-26 Topps Chrome Update Basketball Value Blaste,1,69.5
2026-08-02,1:28:57,17-14963-78650,Umbreon 059/131 Prismatic Evolutions Holo Rare NM P,3,4.47
2026-08-02,10:38:37,13-14972-71789,Jolteon 029/131 Holo Rare Prismatic Evolutions Poke,1,1.25
2026-08-02,10:42:34,26-14949-73326,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,2,18.04
2026-08-02,12:11:24,09-14979-86798,Jolteon ex 030/131 Double Rare SV Prismatic Evoluti,1,4.95
2026-08-02,12:11:56,09-14979-86799,Pokemon 9 Card Eeveelution Holo / Reverse Holo Set,1,7.99
2026-08-02,12:11:57,09-14979-86799,Umbreon V 094/203 Ultra Rare Evolving Skies Pokemon,1,9.99
2026-08-02,17:13:10,04-14990-08349,2025-26 Topps Chrome Update Basketball Value Blaste,6,375.6
2026-08-02,23:17:35,22-14959-47039,2026 Bowman Baseball Value Blaster Box (60 Cards) w,1,49.95
2026-08-03,13:09:25,13-14978-56337,Dedenne 093/088 Illustration Rare Perfect Order Pok,1,6.25
2026-08-03,13:25:03,19-14967-93103,Nest Ball 255/198 Hyper Rare Scarlet & Violet Pokem,1,5.99
2026-08-03,18:59:50,21-14965-29043,Jacinthe 110/088 Ultra Rare Perfect Order Pokemon T,1,3.99
2026-08-03,19:03:08,03-14997-30283,2026 Bowman Baseball Value Blaster Box (60 Cards) w,1,59.95
2026-08-04,9:51:30,20-14969-78645,2026 Bowman Baseball Value Blaster Box (60 Cards) w,1,59.95
2026-08-04,14:49:22,06-14995-78130,2026 Bowman Baseball Value Blaster Box (60 Cards) w,1,59.95
2026-08-05,6:35:27,05-15000-56145,2026 Topps STAR WARS CHROME GALAXY Hobby Box New Fa,1,390
2026-08-05,8:41:23,16-14981-11303,Cameron Boozer 2025-26 Bowman Best U Game Graphs Re,1,335
2026-08-05,13:55:36,03-15005-36292,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,1,9.5
2026-08-06,15:06:04,01-15015-20788,Great Tusk ex 246/198 Special Ilustration Rare Scar,1,12.5
2026-08-06,16:43:22,27-14968-33256,2026 Topps Series 2 Dillon Dingler 351 All Star Gam,1,1.59
2026-08-06,20:33:42,08-15002-01186,Shai Gilgeous-Alexander SGA 10 OKC Thunder Topps Ch,1,1.99
2026-08-07,10:56:07,16-14990-45920,Charmeleon 021/217 Fire Energy Reverse Holo Ascende,1,2.99
2026-08-07,10:56:10,16-14990-45920,Pikachu 025/165 Reverse Holo S&V 151 Scarlet Violet,1,1.99
2026-08-07,13:06:54,16-14990-45920,Lucario V 027/073 Ultra Rare Champion's Path Pokemon TCG Card,1,4.99
2026-08-07,13:07:05,16-14990-45919,Pokémon Misty's Gyarados | Destined Rivals | Holo Rare Card,1,1.29
2026-08-07,19:41:36,03-15015-21050,Clefairy 094/088 Perfect Order Illustration Rare Pokemon TCG Holo Card,1,24.99
2026-08-07,22:28:36,14-14996-07512,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfect Gift / Starter Collection,2,18.04
2026-08-07,22:36:20,13-14998-03708,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfect Gift / Starter Collection,1,9.5
2026-08-08,13:24:35,02-15020-20962,Eevee Plush Deck Box Storage Case for Pokémon TCG 60+ Cards,1,15.95
2026-08-08,16:57:44,20-14988-45184,Coalossal V Full Art 173/186 Ultra Rare Vivid Voltage Pokemon Card,1,2.99
2026-08-08,16:57:44,20-14988-45184,Philippe 110/086 Ultra Rare Perfect Order Pokemon TCG Card,1,2.99
2026-08-08,16:57:45,20-14988-45184,AZ's Tranquility 106/086 Chaos Rising Full Art Ultra Rare Trainer Pokemon Card,1,3.49
2026-08-09,9:48:55,15-14999-61110,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfect Gift / Starter Collection,2,18.04
2026-08-09,18:11:29,01-15028-22688,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfect Gift / Starter Collection,1,9.5
2026-08-10,16:59:40,04-15026-26973,2025 TOPPS RESURGENCE FOOTBALL HOBBY BOX (2 AUTOs) FACTORY SEALED NFL,3,1308.15
2026-08-10,20:29:47,11-15014-28593,Eevee Plush Deck Box Storage Case for Pokémon TCG 60+ Cards,1,15.95
2026-08-11,17:51:47,24-15010-16537,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfect Gift / Starter Collection,3,26.79
2026-08-12,7:15:27,06-15029-57236,Presale 2026 Topps Flagship English Premier League Soccer Hobby Box 3 Autos,1,274
2026-08-12,14:26:01,22-15002-75417,Mega Charizard X ex 29 Black Star Promo Mega Evolution Collector Chest Holo,1,7.49
2026-08-12,15:00:51,18-15009-85025,Russell Westbrook /25 Bookend 2016 Panini Donruss Optic Fast Break Purple Holo,1,200
2026-08-12,17:07:07,08-15027-74783,Greninja ex 106/167 Twilight Masquerade Double Rare Holo Pokemon Card,1,4.99
2026-08-12,22:25:56,04-15036-10956,Sandaconda VMAX 090/198 Chilling Rein Ultra Rare Pokemon TCG Holo Card,1,1.25
2026-08-13,13:15:06,,Pokemon Charmander Holo Illustration Rare 168/165 SV 151 2023 TAG 9,1,170
2026-08-14,9:31:48,15-15022-38200,Cheryl 159/163 Ultra Rare Battle Styles Pokemon TCG Full Art Trainer,1,8
2026-08-14,12:06:02,09-15033-67495,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfect Gift / Starter Collection,1,9.5
2026-08-14,13:43:27,26-15003-91645,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfect Gift / Starter Collection,1,9.5
2026-08-14,20:15:22,24-15023-45558,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfect Gift / Starter Collection,7,59.85
2026-08-15,10:18:30,05-15044-97947,2025 Panini Prizm No Huddle Football Hobby Box NFL Factory Sealed,1,350
2026-08-16,5:44:26,09-15040-11863,Dragonite GX 152/236 Ultra Rare Unified Minds Pokemon TCG Holo Near Mint,1,17.99
2026-08-16,12:02:57,02-15054-63732,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfect Gift / Starter Collection,1,9.5
2026-08-16,13:05:08,18-15025-84448,Duraludon Cosmos Holo 129/191 Surging Sparks Stamped Promo Pokemon,1,2.99
2026-08-16,13:53:18,02-15055-02107,Charmander 168/165 Illustration Rare 151 Pokemon Holo English,1,89.99
2026-08-16,17:26:26,16-15030-46545,Presale 2026 Topps WWE Universe Hobby Box - 2 AUTOs - Factory Sealed,1,230
2026-08-16,19:04:27,09-15043-26176,Alakazam 050 Black Star Promo Holo Scarlet & Violet 151 Pokemon,1,1.99
2026-08-16,19:04:28,09-15043-26176,Mega Clefable ex 031/088 Double Rare Holo Perfect Order,1,1.99
2026-08-16,19:04:29,09-15043-26176,Dunsparce GG23/GG70 Holo Rare Crown Zenith: Galarian Gallery Pokemon,1,4.99
2026-08-16,19:04:30,09-15043-26176,Pidgeotto 208/197 Illustration Rare Obsidian Flames Pokemon,1,12.99
2026-08-17,5:20:22,12-15039-50129,Topps 2024 Bowman's Best 1955 Bowman Anime Yoshinobu Yamamoto,1,630
2026-08-18,2:38:54,24-15037-38974,Meowsarada ex 271/193 Hyper Rare Paldea Evolved Pokemon,1,9.5
2026-08-18,9:11:34,09-15050-50014,Jolteon 029/131 Holo Rare Prismatic Evolutions Pokemon,1,1.49
2026-08-18,11:00:24,26-15020-58041,2025-26 Topps Chrome Update Basketball MEGA BOX NBA,2,338
2026-08-18,18:00:30,14-15043-61441,Rayquaza Holo Rare 153/217 Ascended Heroes Pokemon,1,1.79
2026-08-19,12:39:47,13-15048-97705,Topps 2026 Series 1 RC Purple Easter Egg Jack Perkins,1,2.99
2026-08-19,22:27:40,24-15045-81374,Lunala GX 141/149 Ultra Rare Sun & Moon Pokemon TCG,1,7.99
2026-08-20,15:00:40,18-15044-86409,2026 Topps WWE Universe Hobby Box - 2 AUTOs - Factory Sealed,2,450
2026-08-21,11:40:00,09-15064-40100,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfect For Kids & Collectors,2,18.04
2026-08-21,19:16:44,13-15058-94718,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfect For Kids & Collectors,1,9.5
2026-08-21,19:18:07,19-15047-89641,2026 Topps Flagship Premier League Hobby Box 3 Autos,1,274.95
2026-08-22,10:54:04,16-15055-53314,Pokemon Center Ditto As Dragonite Plush Pokopia US,1,45
2026-08-22,11:45:34,11-15064-58342,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfect For Kids & Collectors,3,26.79
2026-08-22,18:16:15,16-15056-86243,2026 Topps Flagship Premier League Hobby Box 3 Autos,1,274.95
2026-08-22,20:35:32,14-15060-78503,Lebron James 2025-26 Topps NBA Hoops #84 Rainbow Foil,1,1.99
2026-08-23,13:46:02,08-15074-18612,Eevee 119/189 Reverse Holo Astral Radiance Pokemon TCG,1,2.47
2026-08-23,17:15:15,21-15051-43018,Ozzie Newsome Flex Emoji /199 Case Hit 2025 Panini Optic,1,1.5
2026-08-23,18:02:36,23-15048-39805,Disney Lorcana TCG Winterspell Booster Box Sealed 2026,2,468.44
2026-08-24,14:56:21,13-15070-80167,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfect For Kids & Collectors,2,18.04
2026-08-25,4:28:55,14-15070-87012,Lillie's Clefairy ex 076/217 Double Rare Holo Ascended Heroes Pokemon,1,2.49
2026-08-25,5:47:47,04-15089-30213,Disney Lorcana TCG Archazia's Island Booster Box Factory Sealed,1,126
2026-08-26,6:32:03,23-15059-53874,Cooper Kupp Rocket Emoji Case Hit 2025 Panini Optic,1,2.5
2026-08-26,10:26:35,12-15080-20002,Disney Lorcana TCG Reign of Jafar Booster Box Facto,1,150.95
2026-08-26,13:46:02,26-15055-76970,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perfe,2,15.1
